bill_number,session,session_type,action_date,action,order
HB15-1106,2015,RS,2015-02-10,House Committee on Public Health Care & Human Services Refer Unamended to House Committee of the Whole,2
HB15-1106,2015,RS,2015-02-13,House Second Reading Passed - No Amendments,3
HB15-1106,2015,RS,2015-02-17,House Third Reading Laid Over Daily - No Amendments,4
HB15-1106,2015,RS,2015-02-19,House Third Reading Passed - No Amendments,5
HB15-1106,2015,RS,2015-02-25,Introduced In Senate - Assigned to Health & Human Services,6
HB15-1106,2015,RS,2015-03-11,Senate Committee on Health & Human Services Refer Unamended - Consent Calendar to Senate Committee of the Whole,7
HB15-1106,2015,RS,2015-03-16,Senate Second Reading Passed - No Amendments,8
HB15-1106,2015,RS,2015-03-17,Senate Third Reading Passed - No Amendments,9
HB15-1106,2015,RS,2015-03-20,Signed by the Speaker of the House,10
HB15-1106,2015,RS,2015-03-20,Signed by the President of the Senate,11
HB15-1106,2015,RS,2015-03-20,Sent to the Governor,12
HB15-1106,2015,RS,2015-03-30,Governor Signed,13
HB15-1107,2015,RS,2015-01-15,Introduced In House - Assigned to Local Government,1
HB15-1107,2015,RS,2015-02-18,House Committee on Local Government Postpone Indefinitely,2
HB15-1108,2015,RS,2015-01-15,Introduced In House - Assigned to Education + Appropriations,1
HB15-1108,2015,RS,2015-02-09,House Committee on Education Postpone Indefinitely,2
HB15-1109,2015,RS,2015-01-15,Introduced In House - Assigned to Finance + Appropriations,1
HB15-1109,2015,RS,2015-04-30,House Committee on Finance Refer Unamended to Appropriations,2
HB15-1109,2015,RS,2015-05-01,House Committee on Appropriations Postpone Indefinitely,3
HB15-1110,2015,RS,2015-01-15,"Introduced In House - Assigned to State, Veterans, & Military Affairs + Appropriations",1
HB15-1110,2015,RS,2015-03-23,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB15-1111,2015,RS,2015-01-15,Introduced In House - Assigned to Public Health Care & Human Services,1
HB15-1111,2015,RS,2015-02-03,House Committee on Public Health Care & Human Services Refer Amended to Appropriations,2
HB15-1111,2015,RS,2015-02-20,House Committee on Appropriations Refer Unamended to House Committee of the Whole,3
HB15-1111,2015,RS,2015-02-24,House Second Reading Passed with Amendments - Committee,4
HB15-1111,2015,RS,2015-02-25,House Third Reading Passed - No Amendments,5
HB15-1111,2015,RS,2015-03-03,Introduced In Senate - Assigned to Health & Human Services + Finance + Appropriations,6
HB15-1111,2015,RS,2015-03-19,Senate Committee on Health & Human Services Refer Unamended to Finance,7
HB15-1111,2015,RS,2015-04-09,Senate Committee on Finance Postpone Indefinitely,8
HB15-1112,2015,RS,2015-01-15,Introduced In House - Assigned to Public Health Care & Human Services + Appropriations,1
HB15-1112,2015,RS,2015-03-03,House Committee on Public Health Care & Human Services Postpone Indefinitely,2
HB15-1113,2015,RS,2015-01-15,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1113,2015,RS,2015-02-11,"House Committee on State, Veterans, & Military Affairs Refer Amended to House Committee of the Whole",2
HB15-1113,2015,RS,2015-02-24,House Second Reading Laid Over to 02/26/2015 - No Amendments,3
HB15-1113,2015,RS,2015-02-26,House Second Reading Laid Over to 05/30/2015 - No Amendments,4
HB15-1114,2015,RS,2015-01-15,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1114,2015,RS,2015-02-18,"House Committee on State, Veterans, & Military Affairs Refer Unamended to House Committee of the Whole",2
HB15-1114,2015,RS,2015-02-27,House Second Reading Laid Over Daily - No Amendments,3
HB15-1114,2015,RS,2015-03-06,House Second Reading Passed with Amendments - Floor,4
HB15-1114,2015,RS,2015-03-09,House Third Reading Passed with Amendments - Floor,5
HB15-1114,2015,RS,2015-03-11,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",6
HB15-1114,2015,RS,2015-03-23,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",7
HB15-1115,2015,RS,2015-01-15,Introduced In House - Assigned to Judiciary,1
HB15-1115,2015,RS,2015-03-03,House Committee on Judiciary Witness Testimony and/or Committee Discussion Only,2
HB15-1115,2015,RS,2015-04-14,House Committee on Judiciary Refer Amended to House Committee of the Whole,3
HB15-1115,2015,RS,2015-04-17,House Second Reading Passed with Amendments - Committee,4
HB15-1115,2015,RS,2015-04-20,House Third Reading Laid Over Daily - No Amendments,5
HB15-1115,2015,RS,2015-04-21,House Third Reading Passed - No Amendments,6
HB15-1115,2015,RS,2015-04-21,Introduced In Senate - Assigned to Local Government,7
HB15-1115,2015,RS,2015-04-29,Senate Committee on Local Government Refer Amended to Senate Committee of the Whole,8
HB15-1115,2015,RS,2015-05-01,"Senate Second Reading Laid Over Daily with Amendments - Committee, Floor",9
HB15-1115,2015,RS,2015-05-04,Senate Second Reading Laid Over Daily - No Amendments,10
HB15-1115,2015,RS,2015-05-05,"Senate Second Reading Special Order - Laid Over with Amendments to 05/07/2015 - Committee, Floor",11
HB15-1116,2015,RS,2015-01-15,Introduced In House - Assigned to Education,1
HB15-1116,2015,RS,2015-02-11,House Committee on Education Postpone Indefinitely,2
HB15-1117,2015,RS,2015-01-15,Introduced In House - Assigned to Business Affairs & Labor,1
HB15-1117,2015,RS,2015-02-03,House Committee on Business Affairs and Labor Refer Unamended to House Committee of the Whole,2
HB15-1117,2015,RS,2015-02-09,House Second Reading Passed - No Amendments,3
HB15-1117,2015,RS,2015-02-10,House Third Reading Passed - No Amendments,4
HB15-1117,2015,RS,2015-02-17,"Introduced In Senate - Assigned to Business, Labor, & Technology",5
HB15-1117,2015,RS,2015-03-04,"Senate Committee on Business, Labor, & Technology Refer Unamended - Consent Calendar to Senate Committee of the Whole",6
HB15-1117,2015,RS,2015-03-09,Senate Second Reading Passed - No Amendments,7
HB15-1117,2015,RS,2015-03-10,Senate Third Reading Passed - No Amendments,8
HB15-1117,2015,RS,2015-03-13,Signed by the President of the Senate,9
HB15-1117,2015,RS,2015-03-13,Signed by the Speaker of the House,10
HB15-1117,2015,RS,2015-03-16,Sent to the Governor,11
HB15-1117,2015,RS,2015-03-26,Governor Signed,12
HB15-1118,2015,RS,2015-01-15,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1118,2015,RS,2015-02-18,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB15-1119,2015,RS,2015-01-15,"Introduced In House - Assigned to State, Veterans, & Military Affairs + Appropriations",1
HB15-1119,2015,RS,2015-02-11,"House Committee on State, Veterans, & Military Affairs Witness Testimony and/or Committee Discussion Only",2
HB15-1119,2015,RS,2015-02-25,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",3
HB15-1120,2015,RS,2015-01-15,Introduced In House - Assigned to Public Health Care & Human Services + Appropriations,1
HB15-1120,2015,RS,2015-02-17,House Committee on Public Health Care & Human Services Refer Amended to Appropriations,2
HB15-1120,2015,RS,2015-04-02,House Committee on Appropriations Postpone Indefinitely,3
HB15-1121,2015,RS,2015-01-16,Introduced In House - Assigned to Transportation & Energy,1
HB15-1121,2015,RS,2015-01-28,House Committee on Transportation & Energy Refer Unamended to House Committee of the Whole,2
HB15-1121,2015,RS,2015-02-02,House Second Reading Passed - No Amendments,3
HB15-1121,2015,RS,2015-02-03,House Third Reading Passed - No Amendments,4
HB15-1121,2015,RS,2015-02-06,"Introduced In Senate - Assigned to Agriculture, Natural Resources, & Energy",5
HB15-1121,2015,RS,2015-02-19,"Senate Committee on Agriculture, Natural Resources, & Energy Refer Unamended - Consent Calendar to Senate Committee of the Whole",6
HB15-1121,2015,RS,2015-02-24,Senate Second Reading Passed - No Amendments,7
HB15-1121,2015,RS,2015-02-25,Senate Third Reading Laid Over Daily - No Amendments,8
HB15-1121,2015,RS,2015-02-26,Senate Third Reading Passed - No Amendments,9
HB15-1121,2015,RS,2015-03-04,Signed by the Speaker of the House,10
HB15-1121,2015,RS,2015-03-05,Signed by the President of the Senate,11
HB15-1121,2015,RS,2015-03-05,Sent to the Governor,12
HB15-1121,2015,RS,2015-03-13,Governor Signed,13
HB15-1122,2015,RS,2015-01-16,Introduced In House - Assigned to Judiciary,1
HB15-1122,2015,RS,2015-02-12,House Committee on Judiciary Refer Amended to House Committee of the Whole,2
HB15-1122,2015,RS,2015-02-19,House Second Reading Passed with Amendments - Committee,3
HB15-1122,2015,RS,2015-02-20,House Third Reading Passed - No Amendments,4
HB15-1122,2015,RS,2015-02-25,Introduced In Senate - Assigned to Judiciary,5
HB15-1122,2015,RS,2015-03-04,Senate Committee on Judiciary Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB15-1122,2015,RS,2015-03-09,Senate Second Reading Passed - No Amendments,7
HB15-1122,2015,RS,2015-03-10,Senate Third Reading Passed - No Amendments,8
HB15-1122,2015,RS,2015-03-11,Signed by the Speaker of the House,9
HB15-1122,2015,RS,2015-03-12,Signed by the President of the Senate,10
HB15-1122,2015,RS,2015-03-12,Sent to the Governor,11
HB15-1122,2015,RS,2015-03-20,Governor Signed,12
HB15-1123,2015,RS,2015-01-16,Introduced In House - Assigned to Education,1
HB15-1123,2015,RS,2015-04-20,House Committee on Education Postpone Indefinitely,2
HB15-1124,2015,RS,2015-01-16,Introduced In House - Assigned to Education,1
HB15-1124,2015,RS,2015-02-11,House Committee on Education Postpone Indefinitely,2
HB15-1125,2015,RS,2015-01-16,Introduced In House - Assigned to Education + Appropriations,1
HB15-1125,2015,RS,2015-04-20,House Committee on Education Postpone Indefinitely,2
HB15-1126,2015,RS,2015-01-16,"Introduced In House - Assigned to State, Veterans, & Military Affairs + Finance",1
HB15-1126,2015,RS,2015-02-25,"House Committee on State, Veterans, & Military Affairs Refer Unamended to Finance",2
HB15-1126,2015,RS,2015-03-18,House Committee on Finance Postpone Indefinitely,3
HB15-1127,2015,RS,2015-01-16,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1127,2015,RS,2015-02-02,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB15-1128,2015,RS,2015-01-16,"Introduced In House - Assigned to Health, Insurance, & Environment + Appropriations",1
HB15-1128,2015,RS,2015-02-12,"House Committee on Health, Insurance, & Environment Postpone Indefinitely",2
HB15-1129,2015,RS,2015-01-20,"Introduced In House - Assigned to Agriculture, Livestock, & Natural Resources + Appropriations",1
HB15-1129,2015,RS,2015-02-09,"House Committee on Agriculture, Livestock, & Natural Resources Refer Unamended to Appropriations",2
HB15-1129,2015,RS,2015-04-10,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB15-1129,2015,RS,2015-04-13,House Second Reading Laid Over Daily - No Amendments,4
HB15-1129,2015,RS,2015-04-14,House Second Reading Passed with Amendments - Committee,5
HB15-1129,2015,RS,2015-04-15,House Third Reading Passed - No Amendments,6
HB15-1129,2015,RS,2015-04-16,"Introduced In Senate - Assigned to Agriculture, Natural Resources, & Energy + Appropriations",7
HB15-1129,2015,RS,2015-04-23,"Senate Committee on Agriculture, Natural Resources, & Energy Refer Unamended to Appropriations",8
HB15-1129,2015,RS,2015-04-28,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,9
HB15-1129,2015,RS,2015-04-28,Senate Second Reading Special Order - Passed with Amendments - Committee,10
HB15-1129,2015,RS,2015-04-29,Senate Third Reading Passed - No Amendments,11
HB15-1129,2015,RS,2015-04-30,House Considered Senate Amendments - Result was to Concur - Repass,12
HB15-1129,2015,RS,2015-05-06,Signed by the Speaker of the House,13
HB15-1129,2015,RS,2015-05-08,Sent to the Governor,14
HB15-1129,2015,RS,2015-05-08,Signed by the President of the Senate,15
HB15-1129,2015,RS,2015-05-20,Governor Signed,16
HB15-1130,2015,RS,2015-01-20,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1130,2015,RS,2015-02-25,"House Committee on State, Veterans, & Military Affairs Refer Amended to House Committee of the Whole",2
HB15-1130,2015,RS,2015-03-02,House Second Reading Passed with Amendments - Committee,3
HB15-1130,2015,RS,2015-03-03,House Third Reading Passed - No Amendments,4
HB15-1130,2015,RS,2015-03-11,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",5
HB15-1130,2015,RS,2015-03-18,"Senate Committee on State, Veterans, & Military Affairs Refer Unamended to Senate Committee of the Whole",6
HB15-1130,2015,RS,2015-03-23,Senate Second Reading Laid Over Daily - No Amendments,7
HB15-1130,2015,RS,2015-03-24,Senate Second Reading Passed - No Amendments,8
HB15-1130,2015,RS,2015-03-25,Senate Third Reading Laid Over to 03/30/2015 - No Amendments,9
HB15-1130,2015,RS,2015-03-30,Senate Third Reading Laid Over to 04/06/2015 - No Amendments,10
HB15-1130,2015,RS,2015-04-06,"Senate Third Reading Re-referred to State, Veterans, & Military Affairs - No Amendments",11
HB15-1130,2015,RS,2015-04-13,"Senate Committee on State, Veterans, & Military Affairs Refer Amended to Senate Committee of the Whole",12
HB15-1130,2015,RS,2015-04-16,"Senate Second Reading Passed with Amendments - Committee, Floor",13
HB15-1130,2015,RS,2015-04-17,Senate Third Reading Passed - No Amendments,14
HB15-1130,2015,RS,2015-04-27,House Considered Senate Amendments - Result was to Laid Over Daily,15
HB15-1130,2015,RS,2015-04-27,House Considered Senate Amendments - Result was to Not Concur - Request Conference Committee,16
HB15-1130,2015,RS,2015-04-30,First Conference Committee Result was to Adopt Rerevised w/ Amendments,17
HB15-1130,2015,RS,2015-05-01,First Conference Committee Result was to Corrected Report Amending Rerevised Bill,18
HB15-1130,2015,RS,2015-05-04,Senate Consideration of First Conference Committee Report result was to Adopt Committee Report - Repass,19
HB15-1130,2015,RS,2015-05-05,House Consideration of First Conference Committee Report result was to Adopt Committee Report - Repass,20
HB15-1130,2015,RS,2015-05-14,Signed by the Speaker of the House,21
HB15-1130,2015,RS,2015-05-18,Signed by the President of the Senate,22
HB15-1130,2015,RS,2015-05-18,Sent to the Governor,23
HB15-1130,2015,RS,2015-05-27,Governor Signed,24
HB15-1131,2015,RS,2015-01-20,Introduced In House - Assigned to Judiciary,1
HB15-1131,2015,RS,2015-03-05,House Committee on Judiciary Refer Amended to Appropriations,2
HB15-1131,2015,RS,2015-03-13,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB15-1131,2015,RS,2015-03-16,House Second Reading Passed with Amendments - Committee,4
HB15-1131,2015,RS,2015-03-17,House Third Reading Passed - No Amendments,5
HB15-1131,2015,RS,2015-03-17,Introduced In Senate - Assigned to Judiciary,6
HB15-1131,2015,RS,2015-04-08,Senate Committee on Judiciary Refer Amended to Appropriations,7
HB15-1131,2015,RS,2015-04-17,Senate Committee on Appropriations Refer Unamended - Consent Calendar to Senate Committee of the Whole,8
HB15-1131,2015,RS,2015-04-20,Senate Second Reading Special Order - Passed with Amendments - Committee,9
HB15-1131,2015,RS,2015-04-21,Senate Third Reading Passed - No Amendments,10
HB15-1131,2015,RS,2015-04-22,House Considered Senate Amendments - Result was to Concur - Repass,11
HB15-1131,2015,RS,2015-04-24,Signed by the Speaker of the House,12
HB15-1131,2015,RS,2015-04-28,Signed by the President of the Senate,13
HB15-1131,2015,RS,2015-04-28,Sent to the Governor,14
HB15-1131,2015,RS,2015-05-08,Governor Signed,15
HB15-1132,2015,RS,2015-01-22,Introduced In House - Assigned to Transportation & Energy + Finance + Appropriations,1
HB15-1132,2015,RS,2015-02-11,House Committee on Transportation & Energy Refer Amended to Finance,2
HB15-1132,2015,RS,2015-02-26,House Committee on Finance Refer Amended to Appropriations,3
HB15-1132,2015,RS,2015-04-10,House Committee on Appropriations Refer Amended to House Committee of the Whole,4
HB15-1132,2015,RS,2015-04-13,House Second Reading Laid Over Daily - No Amendments,5
HB15-1132,2015,RS,2015-04-14,"House Second Reading Passed with Amendments - Committee, Floor",6
HB15-1132,2015,RS,2015-04-15,House Third Reading Passed - No Amendments,7
